noradId,name,orbit_type,country,owner,users,purpose,launch_date,extra_info
42987,SkySat-13,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/31/2017,C surveillance of satellites in LEO.
43797,SkySat-14,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/3/2018,C surveillance of satellites in LEO.
43802,SkySat-15,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,12/3/2018,C surveillance of satellites in LEO.
45788,SkySat-16,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,6/13/2020,C surveillance of satellites in LEO.
45790,SkySat-17,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,6/13/2020,C surveillance of satellites in LEO.
45789,SkySat-18,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,6/13/2020,C surveillance of satellites in LEO.
46179,SkySat-19,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,8/18/2020,C surveillance of satellites in LEO.
40072,SkySat-2,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,7/8/2014,Will collect high resolution panchromatic and multispectral images of the Earth.
46180,SkySat-20,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,8/18/2020,C surveillance of satellites in LEO.
46235,SkySat-21,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,8/18/2020,C surveillance of satellites in LEO.
41601,SkySat-3,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,6/22/2016,Terra Bella is owned by Google.
41771,SkySat-4,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/16/2016,C surveillance of satellites in LEO.
41772,SkySat-5,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/16/2016,C surveillance of satellites in LEO.
41773,SkySat-6,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/16/2016,C surveillance of satellites in LEO.
41774,SkySat-7,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,9/16/2016,C surveillance of satellites in LEO.
42992,SkySat-8,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/31/2017,C surveillance of satellites in LEO.
42991,SkySat-9,LEO,USA,"Planet Labs, Inc.",Commercial,Earth Observation,10/31/2017,C surveillance of satellites in LEO.
37218,SkyTerra 1,GEO,USA,LightSquared,Commercial,Communications,11/14/2010,"Part of a fourth generation, or 4G, wireless system designed to reach nearly every American by the end of 2016. 22-m diameter L-band antenna; 2 m Ku-band antenna."
23893,USA 119,Elliptical,USA,National Reconnaissance Office (NRO),Military,Communications,5/12/1996,Provides tactical intelligence focused support to broad community of users consisting of uniformed military services and government agencies for both exercises and operations.
40376,SMAP,LEO,USA,National Aeronautics and Space Administration (NASA),Government,Earth Observation,1/31/2015,"SMAP provide the most accurate, highest-resolution global measurements of soil moisture ever obtained from space and will detect whether the ground is frozen or thawed. "
38766,SMDC-ONE 1.1,LEO,USA,US Army Space and Missile Defense Command,Military,Technology Development,9/13/2012,Technology experiments under the STP (Space Test Program).
38759,SMDC-ONE 1.2,LEO,USA,US Army Space and Missile Defense Command,Military,Technology Development,9/13/2012,Mission unknown.
39474,SMDC-ONE 2.3,LEO,USA,US Army Space and Missile Defense Command,Military,Technology Development,12/6/2013,Possibly testing use for tactical 'Beyond Line of Sight' communications.
39472,SMDC-ONE 2.4,LEO,USA,US Army Space and Missile Defense Command,Military,Technology Development,12/6/2013,Possibly testing use for tactical 'Beyond Line of Sight' communications.
36036,SMOS,LEO,ESA,Centre National d'Etudes Spatiales (CNES)/European Space Agency (ESA),Government,Earth Observation,11/2/2009,Mission to measure sea surface salinity and soil moisture on a global scale.
40970,SNaP-3 Alice,LEO,USA,US Army Space and Missile Defense Command,Military,Technology Development,10/8/2015,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.
40972,SNaP-3 Eddie,LEO,USA,US Army Space and Missile Defense Command,Military,Technology Development,10/8/2015,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.
40975,SNaP-3 Jimi,LEO,USA,US Army Space and Missile Defense Command,Military,Technology Development,10/8/2015,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.
39468,SNaP-3-1,LEO,USA,US Southern Command,Military,Communications,12/6/2013,Communications experiments.
52899,SNUGLITE 2,LEO,South Korea,Seoul National University,Civil,Technology Demonstration,6/21/2022,Technology demonstration - .
39768,SOCRATES,LEO,Japan,National Institute of Information and Communications Technology (JPN),Commercial,Technology Development,5/24/2014,Development of new satellite bus.
33496,SOHLA 1,LEO,Japan,Astrotech SOHLA,Civil,Technology Development,1/23/2009,Observe lightening.
44404,SOKRAT,LEO,Russia,Moscow State University,Civil,Space Science,7/5/2019,Foton-Amur instrument consisting of charged particle and gamma ray detectors to study space weather phenomena.
47445,SOMP-2b,LEO,Germany,Technical  University Dresden,Civil,Space Science,1/24/2021,"Designed as a 2U cubesat to examine new nanomaterials under the extreme conditions of space, to test systems for converting solar heat into electrical current and to precisely measure the residual atmosphere around the satellite."
44400,SONATE,LEO,Germany,University of Würzburg,Civil,Technology Development,7/5/2019,Technology demonstrator for highly autonomous payloads.
27651,SOlar Radiation and Climate Experiment (SORCE),LEO,USA,"National Aeronautics and Space Administration (NASA) Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",Government/Civil,Space Science,1/25/2003,Monitor Sun; improve accuracy of measurement of solar energy.
45264,SORTIE,LEO,USA,COSMIAC (Configurable Space Microsystems Innovations & Applications Center) ,Government,Space Science,2/19/2020,Studies in the ionosphere on plasma densities and waves.
42695,South Asia Satellite,GEO,India,South Asian Association for Regional Cooperation,Government,Communications,5/6/2017,"Will give free access to users in India, Bangladesh, Sri Lanka, the Maldives, Nepal, Bhutan and Afghanistan"
52395,SpaceBEE NZ-15 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52396,SpaceBEE NZ-16 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52397,SpaceBEE NZ-17 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52398,SpaceBEE NZ-18 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52404,SpaceBEE NZ-19 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52402,SpaceBEE NZ-20,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52405,SpaceBEE NZ-21 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52403,SpaceBEE NZ-22,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
48883,SpaceBEE-100,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48884,SpaceBEE-101,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48886,SpaceBEE-102,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48888,SpaceBEE-103,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48890,SpaceBEE-104,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48896,SpaceBEE-105,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48893,SpaceBEE-106,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48894,SpaceBEE-107,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48895,SpaceBEE-108,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48897,SpaceBEE-109,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48899,SpaceBEE-110,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48904,SpaceBEE-111,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
52025,SpaceBEE-112 ,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52024,SpaceBEE-113,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52010,SpaceBEE-114,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52016,SpaceBEE-115,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52023,SpaceBEE-116,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52022,SpaceBEE-117,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52012,SpaceBEE-118,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52015,SpaceBEE-119,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52013,SpaceBEE-120,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52009,SpaceBEE-121,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52014,SpaceBEE-122,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52027,SpaceBEE-123,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52029,SpaceBEE-124,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52021,SpaceBEE-125,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52011,SpaceBEE-126,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52020,SpaceBEE-127 ,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52182,SpaceBEE-128,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52179,SpaceBEE-129,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52176,SpaceBEE-130,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52181,SpaceBEE-131,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52185,SpaceBEE-132,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52183,SpaceBEE-133,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52180,SpaceBEE-134,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52187,SpaceBEE-135,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52164,SpaceBEE-136,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52186,SpaceBEE-137,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52166,SpaceBEE-138,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52177,SpaceBEE-139,LEO,USA,Swarm Technologies,Commercial,Communications,4/1/2022,Communications
52399,SpaceBEE-140 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52400,SpaceBEE-141 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52401,SpaceBEE-142 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52394,SpaceBEE-143,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52410,SpaceBEE-144,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52411,SpaceBEE-145,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52412,SpaceBEE-146 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52415,SpaceBEE-147 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52406,SpaceBEE-148 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52407,SpaceBEE-149,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52409,SpaceBEE-150 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52413,SpaceBEE-151 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52414,SpaceBEE-152 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52408,SpaceBEE-153,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52417,SpaceBEE-154 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
52416,SpaceBEE-155 ,LEO,USA,Swarm Technologies,Commercial,Communications,5/2/2022,Communications
55099,SpaceBEE-156,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55102,SpaceBEE-157,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55100,SpaceBEE-158,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55101,SpaceBEE-159,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55097,SpaceBEE-160,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55096,SpaceBEE-161,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55095,SpaceBEE-162,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55089,SpaceBEE-163,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55091,SpaceBEE-164,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55094,SpaceBEE-165,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55092,SpaceBEE-166,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
55087,SpaceBEE-167,LEO,USA,Swarm Technologies,Commercial,Communications,1/3/2023,Communications
43817,SpaceBEE-5,LEO,USA,Swarm Technologies,Commercial,Communications,12/3/2018,Test the satellites for low-rate Internet of Things (IoT) network connectivity.
47459,SpaceBEE-55 ,LEO,USA,Swarm Technologies,Commercial,Communications,1/24/2021,Communications
47465,SpaceBEE-57 ,LEO,USA,Swarm Technologies,Commercial,Communications,1/24/2021,Communications
43818,SpaceBEE-6,LEO,USA,Swarm Technologies,Commercial,Communications,12/3/2018,Test the satellites for low-rate Internet of Things (IoT) network connectivity.
47429,SpaceBEE-62 ,LEO,USA,Swarm Technologies,Commercial,Communications,1/24/2021,Communications
43816,SpaceBEE-7,LEO,USA,Swarm Technologies,Commercial,Communications,12/3/2018,Test the satellites for low-rate Internet of Things (IoT) network connectivity.
52018,SpaceBEE-NS14,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
48882,SpaceBEE-NZ10,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,https://spaceflightnow.com/2021/06/30/spacex-rocket-hauls-88-small-satellites-to-orbit/
52019,SpaceBEE-NZ11,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52028,SpaceBEE-NZ12,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
52026,SpaceBEE-NZ13 ,LEO,USA,Swarm Technologies,Commercial,Communications,3/15/2022,Communications
48889,SpaceBEE-NZ7,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48891,SpaceBEE-NZ8,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
48887,SpaceBEE-NZ9,LEO,USA,Swarm Technologies,Commercial,Communications,6/30/2021,Communications
32018,Spaceway 3,GEO,USA,Hughes Space and Communications Co. ,Commercial,Communications,8/14/2007,
28903,Spaceway F2,GEO,USA,"DirecTV, Inc.",Commercial,Communications,11/16/2005,17 Ku-band transponders; high definition.
28946,Spainsat,GEO,Spain,Hisdesat/Ministry of Defense,Military,Communications,3/11/2006,Secure communications satellite for Spanish Ministry of Defense; both X and Ku-band.
44226,SPARC-1,LEO,Sweden,Air Force Research Laboratory/Swedish Defense Materiel Administration,Military,Technology Development,5/5/2019,"Test miniaturized avionics, a software-defined radio system, and a visible camera."
41900,Spark-1,LEO,China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation,12/21/2016,Hyperspectral imaging
52157,Spark-1,LEO,USA,Omnispace,Commercial,Communications,4/1/2022,Planned global hybrid network.
41901,Spark-2,LEO,China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation,12/21/2016,Hyperspectral imaging
48964,SPARTAN,LEO,Bulgaria,Endurosat,Commercial,Technology Development,6/30/2021,Technology Demonstration - a platform for shared payloads
37755,Spektr-R/RadioAstron,Elliptical,Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Government,Space Science,7/18/2011,"Featuring a 30-foot (10-meter) wide antenna, ""The aim  is to use the space telescope to conduct interferometer observations to obtain images, coordinates, motions and evolution of angular structure of different radio emitting objects in the universe."""
33751,SPIRALE-A,Elliptical,France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,2/11/2009,Demonstration program designed to collect infrared images of terrestrial backgrounds and analyze them to assess the detectability of ballistic missiles during their powered phase. It will pave the way for a future ballistic missile warning system.
33752,SPIRALE-B,Elliptical,France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,2/11/2009,Demonstration program designed to collect infrared images of terrestrial backgrounds and analyze them to assess the detectability of ballistic missiles during their powered phase. It will pave the way for a future ballistic missile warning system.
38755,Spot 6,LEO,France/Belgium/Sweden,Spot Image,Commercial,Earth Observation,9/9/2012,Privately financed to complement the Pleiades 1A and 1B imaging spacecraft owned by French government.
40053,Spot 7,LEO,France/Belgium/Sweden,Spot Image,Commercial,Earth Observation,6/30/2014,Probatoire surveillance of satellites in LEO.
39770,SPROUT,LEO,Japan,Nihon University,Civil,Technology Development,5/24/2014,
37841,SRMSat,LEO,India,SRM University,Civil,Technology Development,10/12/2011,To build a nanosatellite with a mass less than 10kg; to be launched by PSLV and to estimate the amount for atmospheric greenhouse gases; to provide hands on experience to the student and the faculty of SRM University in building small satellite; to develop a nanosatellite bus.
44704,SRSS-1,LEO,Sudan,Government of Sudan,Government,Earth Observation,11/3/2019,Sudan's first satellite. Both government and military purposes.
38011,SSOT,LEO,Chile,Chilean Air Force,Government/Military,Earth Observation,12/17/2011,"Extremely high-quality satellite images with applications such as mapping, agriculture, town planning, and natural resource, risk and disaster management."
49321,SSS-1,LEO,China,Beihang University/APSCO,Civil,Technology Development,10/14/2021,Project aims to promote the development and application of small satellite technology in universities of APSCO member states.
49324,SSS-2A,LEO,China,"Beijing ZeroG Space Technology Co., Ltd./Hong Kong Aerospace Tech Group",Commercial,Earth Observation,10/14/2021,Project aims to promote the development and application of small satellite technology in universities of APSCO member states.
56184,SSS-2B,LEO,Multinational,Asia-Pacific Space Cooperation Organization (APSCO),Civil,Technology Development,4/15/2023,Project aims to promote the development and application of small satellite technology in universities of APSCO member states.
43618,SSTL-S1-4,LEO,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,9/16/2018,"Will supply high-resolution imagery from the new satellite to 21AT, a company founded in China and now based in Singapore."
37606,ST-2,GEO,Singapore/Taiwan,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Commercial,Communications,5/20/2011,"Will replace ST1. Six antennas, 41 Ku-band tarnsponders and 10 C-band transponders."
32293,Star One C1,GEO,Brazil,Embratel Star One,Commercial,Communications,11/14/2007,"Has one X-band transponder for military use. 28 C-band and 16 Ku-band transponders, services to Brazil and neighboring countries."
32768,Star One C2,GEO,Brazil,Embratel Star One,Commercial,Communications,4/18/2008,"Has one X-band transponder for military use. 28 C-band and 16 Ku-band transponders, services to Brazil and neighboring countries."
38991,Star One C3,GEO,Brazil,Embratel Star One,Commercial,Communications,11/10/2012,"28 C-band, 16 Ku-band, entire South American region."
40733,Star One C4,GEO,Brazil,Embratel Star One,Commercial,Communications,7/15/2015,48 transponders.
41904,Star One D1,GEO,Brazil,Embratel Star One,Commercial,Communications,12/21/2016,"Video and radio broadcasters, Internet service providers and direct-to-home television programming, satellite telephone calls, and high-speed data transmissions over Brazil, Mexico and other parts of Latin America."
49055,Star One D2,GEO,Brazil,Embratel Star One,Commercial,Communications,7/30/2021,"Multipurpose communications satellite covering Latin America for Embratel of Brazil, carries transponders operating in Ku-, Ka-, C-, and X-band frequencies."
55072,Sphere-1 EYE,LEO,Japan,Sony,Commercial,Space Science,1/3/2023,To serve as people’s “eyes” and allow them to view the Earth and stars from space.
55009,STAR VIBE,LEO,USA/Poland,Scanway/German Orbital Systems,Commercial,Technology Demonstration,1/3/2023,Demonstration for optical systems
44713,Starlink-1007,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,Second launch of 60 satellites for SpaceX constellation.
44714,Starlink-1008,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44715,Starlink-1009,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44716,Starlink-1010,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44717,Starlink-1011,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44718,Starlink-1012,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44719,Starlink-1013,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44720,Starlink-1014,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44721,Starlink-1015,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44723,Starlink-1017,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44724,Starlink-1019,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44725,Starlink-1020,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44726,Starlink-1021,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44727,Starlink-1022,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44728,Starlink-1023,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44729,Starlink-1024,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44731,Starlink-1026,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44732,Starlink-1027,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44733,Starlink-1028,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44734,Starlink-1029,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44735,Starlink-1030,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44736,Starlink-1031,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44737,Starlink-1032,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44738,Starlink-1033,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44757,Starlink-1034,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44740,Starlink-1035,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44741,Starlink-1036,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44742,Starlink-1037,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44743,Starlink-1038,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44744,Starlink-1039,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44746,Starlink-1041,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44747,Starlink-1042,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44748,Starlink-1043,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44749,Starlink-1044,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44751,Starlink-1046,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44752,Starlink-1047,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44753,Starlink-1048,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44754,Starlink-1049,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44739,Starlink-1052,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44758,Starlink-1053,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44759,Starlink-1054,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44760,Starlink-1055,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44761,Starlink-1056,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44762,Starlink-1057,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44763,Starlink-1058,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44764,Starlink-1059,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44765,Starlink-1060,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44766,Starlink-1061,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44767,Starlink-1062,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44768,Starlink-1063,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44954,Starlink-1066,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44771,Starlink-1067,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44772,Starlink-1068,LEO,USA,SpaceX,Commercial,Communications,11/11/2019,
44955,Starlink-1069,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44956,Starlink-1070,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44934,Starlink-1071,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44914,Starlink-1073,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44957,Starlink-1074,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44959,Starlink-1076,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44960,Starlink-1077,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44937,Starlink-1079,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44961,Starlink-1080,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44962,Starlink-1081,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44938,Starlink-1082,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44939,Starlink-1083,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44915,Starlink-1084,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44964,Starlink-1086,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44966,Starlink-1088,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44967,Starlink-1089,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44968,Starlink-1090,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44940,Starlink-1091,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44969,Starlink-1092,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44970,Starlink-1093,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44941,Starlink-1094,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44942,Starlink-1096,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44917,Starlink-1098,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44918,Starlink-1099,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44943,Starlink-1100,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44920,Starlink-1102,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44921,Starlink-1103,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44922,Starlink-1104,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44923,Starlink-1106,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44972,Starlink-1107,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44944,Starlink-1108,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44945,Starlink-1109,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44946,Starlink-1110,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44924,Starlink-1111,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44925,Starlink-1112,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44926,Starlink-1113,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44927,Starlink-1114,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44973,Starlink-1115,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44947,Starlink-1116,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44952,Starlink-1117,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44928,Starlink-1119,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
45045,Starlink-1120,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
